v-sweep,v(vout),i(vout),v(v1),v(v2)
1.346,1,0.000000859607745,1.346,0.5
1.347,1,0.000000859607752,1.347,0.5
1.348,1,0.000000859607759,1.348,0.5
1.349,1,0.000000859607759,1.349,0.5
1.35,1,0.000000859607781,1.35,0.5
1.351,1,0.000000859607816,1.351,0.5
1.352,1,0.000000859607844,1.352,0.5
1.353,1,0.000000859607866,1.353,0.5
1.354,1,0.000000859607873,1.354,0.5
1.355,1,0.000000859607887,1.355,0.5
1.356,1,0.000000859607901,1.356,0.5
1.357,1,0.000000859607916,1.357,0.5
1.358,1,0.000000859607908,1.358,0.5
1.359,1,0.000000859607979,1.359,0.5
1.36,1,0.000000859607937,1.36,0.5
1.361,1,0.000000859607944,1.361,0.5
1.362,1,0.000000859608001,1.362,0.5
1.363,1,0.000000859608036,1.363,0.5
1.364,1,0.000000859608051,1.364,0.5
1.365,1,0.000000859608008,1.365,0.5
1.366,1,0.000000859608093,1.366,0.5
1.367,1,0.000000859608051,1.367,0.5
1.368,1,0.000000859608093,1.368,0.5
1.369,1,0.000000859608086,1.369,0.5
1.37,1,0.000000859608107,1.37,0.5
1.371,1,0.000000859608114,1.371,0.5
1.372,1,0.000000859608122,1.372,0.5
1.373,1,0.000000859608157,1.373,0.5
1.374,1,0.000000859608178,1.374,0.5
1.375,1,0.000000859608207,1.375,0.5
1.376,1,0.000000859608193,1.376,0.5
1.377,1,0.000000859608214,1.377,0.5
1.378,1,0.000000859608228,1.378,0.5
1.379,1,0.000000859608228,1.379,0.5
1.38,1,0.000000859608278,1.38,0.5
1.381,1,0.000000859608328,1.381,0.5
1.382,1,0.000000859608285,1.382,0.5
1.383,1,0.000000859608292,1.383,0.5
1.384,1,0.000000859608349,1.384,0.5
1.385,1,0.000000859608321,1.385,0.5
1.386,1,0.000000859608342,1.386,0.5
1.387,1,0.000000859608356,1.387,0.5
1.388,1,0.000000859608399,1.388,0.5
1.389,1,0.000000859608406,1.389,0.5
1.39,1,0.000000859608399,1.39,0.5
1.391,1,0.000000859608427,1.391,0.5
1.392,1,0.000000859608463,1.392,0.5
1.393,1,0.000000859608441,1.393,0.5
1.394,1,0.000000859608463,1.394,0.5
1.395,1,0.000000859608456,1.395,0.5
1.396,1,0.000000859608505,1.396,0.5
1.397,1,0.000000859608498,1.397,0.5
1.398,1,0.000000859608498,1.398,0.5
1.399,1,0.000000859608534,1.399,0.5
1.4,1,0.000000859608541,1.4,0.5
1.401,1,0.000000859608555,1.401,0.5
1.402,1,0.000000859608598,1.402,0.5
1.403,1,0.000000859608591,1.403,0.5
1.404,1,0.000000859608605,1.404,0.5
1.405,1,0.000000859608626,1.405,0.5
1.406,1,0.000000859608654,1.406,0.5
1.407,1,0.000000859608633,1.407,0.5
1.408,1,0.000000859608654,1.408,0.5
1.409,1,0.000000859608683,1.409,0.5
1.41,1,0.000000859608683,1.41,0.5
1.411,1,0.000000859608704,1.411,0.5
1.412,1,0.00000085960874,1.412,0.5
1.413,1,0.00000085960874,1.413,0.5
1.414,1,0.000000859608747,1.414,0.5
1.415,1,0.000000859608761,1.415,0.5
1.416,1,0.000000859608761,1.416,0.5
1.417,1,0.000000859608747,1.417,0.5
1.418,1,0.000000859608811,1.418,0.5
1.419,1,0.000000859608811,1.419,0.5
1.42,1,0.000000859608832,1.42,0.5
1.421,1,0.000000859608861,1.421,0.5
1.422,1,0.000000859608889,1.422,0.5
1.423,1,0.000000859608882,1.423,0.5
1.424,1,0.000000859608868,1.424,0.5
1.425,1,0.000000859608875,1.425,0.5
1.426,1,0.00000085960891,1.426,0.5
1.427,1,0.000000859608917,1.427,0.5
1.428,1,0.00000085960896,1.428,0.5
1.429,1,0.00000085960891,1.429,0.5
1.43,1,0.000000859608953,1.43,0.5
1.431,1,0.000000859609003,1.431,0.5
1.432,1,0.000000859608981,1.432,0.5
1.433,1,0.00000085960901,1.433,0.5
1.434,1,0.00000085960901,1.434,0.5
1.435,1,0.000000859609038,1.435,0.5
1.436,1,0.000000859609031,1.436,0.5
1.437,1,0.000000859609031,1.437,0.5
1.438,1,0.000000859609038,1.438,0.5
1.439,1,0.000000859609059,1.439,0.5
1.44,1,0.000000859609088,1.44,0.5
1.441,1,0.000000859609102,1.441,0.5
1.442,1,0.000000859609102,1.442,0.5
1.443,1,0.000000859609116,1.443,0.5
1.444,1,0.000000859609138,1.444,0.5
1.445,1,0.000000859609159,1.445,0.5
1.446,1,0.00000085960918,1.446,0.5
1.447,1,0.00000085960918,1.447,0.5
1.448,1,0.00000085960918,1.448,0.5
1.449,1,0.00000085960918,1.449,0.5
1.45,1,0.000000859609216,1.45,0.5
1.451,1,0.00000085960923,1.451,0.5
1.452,1,0.000000859609223,1.452,0.5
1.453,1,0.000000859609244,1.453,0.5
1.454,1,0.000000859609287,1.454,0.5
1.455,1,0.000000859609294,1.455,0.5
1.456,1,0.00000085960928,1.456,0.5
1.457,1,0.000000859609315,1.457,0.5
1.458,1,0.000000859609294,1.458,0.5
1.459,1,0.000000859609344,1.459,0.5
1.46,1,0.000000859609337,1.46,0.5
1.461,1,0.000000859609344,1.461,0.5
1.462,1,0.000000859609358,1.462,0.5
1.463,1,0.000000859609322,1.463,0.5
1.464,1,0.000000859609379,1.464,0.5
1.465,1,0.000000859609401,1.465,0.5
1.466,1,0.000000859609429,1.466,0.5
1.467,1,0.000000859609386,1.467,0.5
1.468,1,0.000000859609422,1.468,0.5
1.469,1,0.000000859609436,1.469,0.5
1.47,1,0.000000859609436,1.47,0.5
1.471,1,0.000000859609443,1.471,0.5
1.472,1,0.000000859609472,1.472,0.5
1.473,1,0.000000859609457,1.473,0.5
1.474,1,0.0000008596095,1.474,0.5
1.475,1,0.0000008596095,1.475,0.5
1.476,1,0.000000859609507,1.476,0.5
1.477,1,0.000000859609507,1.477,0.5
1.478,1,0.000000859609564,1.478,0.5
1.479,1,0.000000859609536,1.479,0.5
1.48,1,0.000000859609557,1.48,0.5
1.481,1,0.000000859609592,1.481,0.5
1.482,1,0.000000859609571,1.482,0.5
1.483,1,0.000000859609607,1.483,0.5
1.484,1,0.000000859609592,1.484,0.5
1.485,1,0.000000859609592,1.485,0.5
1.486,1,0.000000859609628,1.486,0.5
1.487,1,0.000000859609635,1.487,0.5
1.488,1,0.000000859609621,1.488,0.5
1.489,1,0.000000859609642,1.489,0.5
1.49,1,0.000000859609671,1.49,0.5
1.491,1,0.000000859609671,1.491,0.5
1.492,1,0.000000859609699,1.492,0.5
1.493,1,0.000000859609678,1.493,0.5
1.494,1,0.00000085960972,1.494,0.5
1.495,1,0.000000859609713,1.495,0.5
1.496,1,0.000000859609713,1.496,0.5
1.497,1,0.000000859609699,1.497,0.5
1.498,1,0.000000859609735,1.498,0.5
1.499,1,0.000000859609727,1.499,0.5
1.5,1,0.000000859609749,1.5,0.5
1.501,1,0.000000859609763,1.501,0.5
1.502,1,0.000000859609784,1.502,0.5
1.503,1,0.000000859609806,1.503,0.5
1.504,1,0.000000859609813,1.504,0.5
1.505,1,0.000000859609791,1.505,0.5
1.506,1,0.000000859609841,1.506,0.5
1.507,1,0.000000859609827,1.507,0.5
1.508,1,0.000000859609841,1.508,0.5
1.509,1,0.000000859609834,1.509,0.5
1.51,1,0.000000859609877,1.51,0.5
1.511,1,0.000000859609877,1.511,0.5
1.512,1,0.00000085960987,1.512,0.5
1.513,1,0.000000859609891,1.513,0.5
1.514,1,0.000000859609891,1.514,0.5
1.515,1,0.000000859609919,1.515,0.5
1.516,1,0.000000859609933,1.516,0.5
1.517,1,0.000000859609955,1.517,0.5
1.518,1,0.000000859609955,1.518,0.5
1.519,1,0.000000859609976,1.519,0.5
1.52,1,0.000000859609983,1.52,0.5
1.521,1,0.000000859609997,1.521,0.5
1.522,1,0.000000859609983,1.522,0.5
1.523,1,0.000000859610012,1.523,0.5
1.524,1,0.000000859609983,1.524,0.5
1.525,1,0.000000859610026,1.525,0.5
1.526,1,0.000000859610033,1.526,0.5
1.527,1,0.00000085961004,1.527,0.5
1.528,1,0.00000085961004,1.528,0.5
1.529,1,0.000000859610068,1.529,0.5
1.53,1,0.000000859610061,1.53,0.5
1.531,1,0.000000859610061,1.531,0.5
1.532,1,0.000000859610104,1.532,0.5
1.533,1,0.000000859610125,1.533,0.5
1.534,1,0.00000085961014,1.534,0.5
1.535,1,0.000000859610111,1.535,0.5
1.536,1,0.000000859610125,1.536,0.5
1.537,1,0.000000859610154,1.537,0.5
1.538,1,0.000000859610104,1.538,0.5
1.539,1,0.00000085961014,1.539,0.5
1.54,1,0.00000085961014,1.54,0.5
1.541,1,0.00000085961014,1.541,0.5
1.542,1,0.000000859610196,1.542,0.5
1.543,1,0.000000859610161,1.543,0.5
1.544,1,0.000000859610196,1.544,0.5
1.545,1,0.000000859610218,1.545,0.5
1.546,1,0.000000859610225,1.546,0.5
1.547,1,0.000000859610225,1.547,0.5
1.548,1,0.000000859610253,1.548,0.5
1.549,1,0.000000859610267,1.549,0.5
1.55,1,0.000000859610232,1.55,0.5
1.551,1,0.000000859610253,1.551,0.5
1.552,1,0.000000859610282,1.552,0.5
1.553,1,0.000000859610275,1.553,0.5
1.554,1,0.000000859610282,1.554,0.5
1.555,1,0.000000859610289,1.555,0.5
1.556,1,0.000000859610267,1.556,0.5
1.557,1,0.00000085961031,1.557,0.5
1.558,1,0.000000859610296,1.558,0.5
1.559,1,0.00000085961036,1.559,0.5
1.56,1,0.000000859610374,1.56,0.5
1.561,1,0.000000859610338,1.561,0.5
1.562,1,0.000000859610367,1.562,0.5
1.563,1,0.000000859610374,1.563,0.5
1.564,1,0.00000085961041,1.564,0.5
1.565,1,0.000000859610402,1.565,0.5
1.566,1,0.000000859610417,1.566,0.5
1.567,1,0.000000859610417,1.567,0.5
1.568,1,0.00000085961041,1.568,0.5
1.569,1,0.000000859610417,1.569,0.5
1.57,1,0.000000859610402,1.57,0.5
1.571,1,0.000000859610459,1.571,0.5
1.572,1,0.000000859610452,1.572,0.5
1.573,1,0.000000859610459,1.573,0.5
1.574,1,0.000000859610481,1.574,0.5
1.575,1,0.000000859610459,1.575,0.5
1.576,1,0.000000859610473,1.576,0.5
1.577,1,0.000000859610502,1.577,0.5
1.578,1,0.000000859610502,1.578,0.5
1.579,1,0.000000859610502,1.579,0.5
1.58,1,0.000000859610537,1.58,0.5
1.581,1,0.000000859610537,1.581,0.5
1.582,1,0.00000085961053,1.582,0.5
1.583,1,0.000000859610559,1.583,0.5
1.584,1,0.000000859610559,1.584,0.5
1.585,1,0.000000859610566,1.585,0.5
1.586,1,0.000000859610545,1.586,0.5
1.587,1,0.000000859610559,1.587,0.5
1.588,1,0.00000085961058,1.588,0.5
1.589,1,0.000000859610573,1.589,0.5
1.59,1,0.000000859610594,1.59,0.5
1.591,1,0.000000859610601,1.591,0.5
1.592,1,0.000000859610623,1.592,0.5
1.593,1,0.000000859610601,1.593,0.5
1.594,1,0.000000859610616,1.594,0.5
1.595,1,0.000000859610601,1.595,0.5
1.596,1,0.000000859610637,1.596,0.5
1.597,1,0.000000859610701,1.597,0.5
1.598,1,0.000000859610665,1.598,0.5
1.599,1,0.000000859610637,1.599,0.5
1.6,1,0.000000859610665,1.6,0.5
1.601,1,0.000000859610658,1.601,0.5
1.602,1,0.000000859610665,1.602,0.5
1.603,1,0.000000859610701,1.603,0.5
1.604,1,0.000000859610722,1.604,0.5
1.605,1,0.000000859610715,1.605,0.5
1.606,1,0.000000859610729,1.606,0.5
1.607,1,0.000000859610715,1.607,0.5
1.608,1,0.000000859610736,1.608,0.5
1.609,1,0.000000859610708,1.609,0.5
1.61,1,0.000000859610758,1.61,0.5
1.611,1,0.000000859610779,1.611,0.5
1.612,1,0.000000859610772,1.612,0.5
1.613,1,0.000000859610779,1.613,0.5
1.614,1,0.000000859610793,1.614,0.5
1.615,1,0.000000859610793,1.615,0.5
1.616,1,0.000000859610807,1.616,0.5
1.617,1,0.000000859610836,1.617,0.5
1.618,1,0.000000859610857,1.618,0.5
1.619,1,0.000000859610793,1.619,0.5
1.62,1,0.000000859610843,1.62,0.5
1.621,1,0.00000085961085,1.621,0.5
1.622,1,0.000000859610843,1.622,0.5
1.623,1,0.000000859610857,1.623,0.5
1.624,1,0.000000859610871,1.624,0.5
1.625,1,0.000000859610857,1.625,0.5
1.626,1,0.000000859610907,1.626,0.5
1.627,1,0.000000859610886,1.627,0.5
1.628,1,0.000000859610907,1.628,0.5
1.629,1,0.000000859610921,1.629,0.5
1.63,1,0.000000859610886,1.63,0.5
1.631,1,0.000000859610907,1.631,0.5
1.632,1,0.000000859610907,1.632,0.5
1.633,1,0.000000859610935,1.633,0.5
1.634,1,0.00000085961095,1.634,0.5
1.635,1,0.00000085961095,1.635,0.5
1.636,1,0.000000859610971,1.636,0.5
1.637,1,0.000000859610978,1.637,0.5
1.638,1,0.000000859610999,1.638,0.5
1.639,1,0.000000859610957,1.639,0.5
1.64,1,0.000000859610978,1.64,0.5
1.641,1,0.000000859610999,1.641,0.5
1.642,1,0.000000859610992,1.642,0.5
1.643,1,0.000000859611021,1.643,0.5
1.644,1,0.000000859610971,1.644,0.5
1.645,1,0.000000859611035,1.645,0.5
1.646,1,0.000000859610999,1.646,0.5
1.647,1,0.000000859611021,1.647,0.5
1.648,1,0.000000859611021,1.648,0.5
1.649,1,0.000000859611056,1.649,0.5
1.65,1,0.000000859611077,1.65,0.5
1.651,1,0.000000859611063,1.651,0.5
1.652,1,0.00000085961107,1.652,0.5
1.653,1,0.000000859611077,1.653,0.5
1.654,1,0.000000859611106,1.654,0.5
1.655,1,0.000000859611106,1.655,0.5
1.656,1,0.000000859611099,1.656,0.5
1.657,1,0.000000859611106,1.657,0.5
1.658,1,0.000000859611127,1.658,0.5
1.659,1,0.000000859611141,1.659,0.5
1.66,1,0.000000859611134,1.66,0.5
1.661,1,0.000000859611127,1.661,0.5
1.662,1,0.000000859611141,1.662,0.5
1.663,1,0.000000859611134,1.663,0.5
1.664,1,0.000000859611163,1.664,0.5
1.665,1,0.000000859611163,1.665,0.5
1.666,1,0.000000859611141,1.666,0.5
1.667,1,0.00000085961117,1.667,0.5
1.668,1,0.000000859611177,1.668,0.5
1.669,1,0.000000859611163,1.669,0.5
1.67,1,0.000000859611184,1.67,0.5
1.671,1,0.000000859611198,1.671,0.5
1.672,1,0.000000859611198,1.672,0.5
1.673,1,0.000000859611191,1.673,0.5
1.674,1,0.000000859611227,1.674,0.5
1.675,1,0.000000859611241,1.675,0.5
1.676,1,0.000000859611227,1.676,0.5
1.677,1,0.000000859611248,1.677,0.5
1.678,1,0.000000859611255,1.678,0.5
1.679,1,0.000000859611248,1.679,0.5
1.68,1,0.000000859611283,1.68,0.5
1.681,1,0.000000859611262,1.681,0.5
1.682,1,0.000000859611262,1.682,0.5
1.683,1,0.000000859611291,1.683,0.5
1.684,1,0.000000859611283,1.684,0.5
1.685,1,0.000000859611291,1.685,0.5
1.686,1,0.000000859611312,1.686,0.5
1.687,1,0.000000859611283,1.687,0.5
1.688,1,0.000000859611319,1.688,0.5
1.689,1,0.000000859611312,1.689,0.5
1.69,1,0.000000859611312,1.69,0.5
1.691,1,0.000000859611326,1.691,0.5
1.692,1,0.000000859611319,1.692,0.5
1.693,1,0.000000859611347,1.693,0.5
1.694,1,0.000000859611347,1.694,0.5
1.695,1,0.000000859611347,1.695,0.5
1.696,1,0.000000859611362,1.696,0.5
1.697,1,0.000000859611347,1.697,0.5
1.698,1,0.000000859611376,1.698,0.5
1.699,1,0.000000859611369,1.699,0.5
1.7,1,0.000000859611362,1.7,0.5
1.701,1,0.00000085961139,1.701,0.5
1.702,1,0.000000859611404,1.702,0.5
1.703,1,0.000000859611404,1.703,0.5
1.704,1,0.000000859611418,1.704,0.5
1.705,1,0.000000859611418,1.705,0.5
1.706,1,0.000000859611411,1.706,0.5
1.707,1,0.000000859611426,1.707,0.5
1.708,1,0.000000859611418,1.708,0.5
1.709,1,0.00000085961144,1.709,0.5
1.71,1,0.000000859611482,1.71,0.5
1.711,1,0.000000859611454,1.711,0.5
1.712,1,0.000000859611454,1.712,0.5
1.713,1,0.000000859611447,1.713,0.5
1.714,1,0.000000859611468,1.714,0.5
1.715,1,0.00000085961144,1.715,0.5
1.716,1,0.000000859611482,1.716,0.5
1.717,1,0.000000859611475,1.717,0.5
1.718,1,0.000000859611511,1.718,0.5
1.719,1,0.000000859611518,1.719,0.5
1.72,1,0.00000085961149,1.72,0.5
1.721,1,0.000000859611504,1.721,0.5
1.722,1,0.000000859611532,1.722,0.5
1.723,1,0.000000859611511,1.723,0.5
1.724,1,0.000000859611539,1.724,0.5
1.725,1,0.000000859611539,1.725,0.5
1.726,1,0.000000859611575,1.726,0.5
1.727,1,0.000000859611546,1.727,0.5
1.728,1,0.000000859611568,1.728,0.5
1.729,1,0.000000859611561,1.729,0.5
1.73,1,0.000000859611596,1.73,0.5
1.731,1,0.000000859611568,1.731,0.5
1.732,1,0.000000859611568,1.732,0.5
1.733,1,0.00000085961161,1.733,0.5
1.734,1,0.000000859611646,1.734,0.5
1.735,1,0.000000859611632,1.735,0.5
1.736,1,0.000000859611625,1.736,0.5
1.737,1,0.000000859611639,1.737,0.5
1.738,1,0.000000859611625,1.738,0.5
1.739,1,0.000000859611646,1.739,0.5
1.74,1,0.000000859611646,1.74,0.5
1.741,1,0.000000859611646,1.741,0.5
1.742,1,0.00000085961166,1.742,0.5
1.743,1,0.000000859611667,1.743,0.5
1.744,1,0.000000859611646,1.744,0.5
1.745,1,0.000000859611681,1.745,0.5
1.746,1,0.000000859611674,1.746,0.5
1.747,1,0.000000859611688,1.747,0.5
1.748,1,0.000000859611674,1.748,0.5
1.749,1,0.00000085961166,1.749,0.5
1.75,1,0.000000859611696,1.75,0.5
1.751,1,0.000000859611724,1.751,0.5
1.752,1,0.000000859611653,1.752,0.5
1.753,1,0.000000859611703,1.753,0.5
1.754,1,0.000000859611688,1.754,0.5
1.755,1,0.000000859611703,1.755,0.5
1.756,1,0.000000859611717,1.756,0.5
1.757,1,0.000000859611703,1.757,0.5
1.758,1,0.000000859611738,1.758,0.5
1.759,1,0.000000859611738,1.759,0.5
1.76,1,0.000000859611752,1.76,0.5
1.761,1,0.00000085961176,1.761,0.5
1.762,1,0.000000859611752,1.762,0.5
1.763,1,0.00000085961176,1.763,0.5
1.764,1,0.000000859611802,1.764,0.5
1.765,1,0.000000859611824,1.765,0.5
1.766,1,0.000000859611781,1.766,0.5
1.767,1,0.000000859611795,1.767,0.5
1.768,1,0.000000859611795,1.768,0.5
1.769,1,0.000000859611816,1.769,0.5
1.77,1,0.000000859611788,1.77,0.5
1.771,1,0.000000859611831,1.771,0.5
1.772,1,0.000000859611816,1.772,0.5
1.773,1,0.000000859611831,1.773,0.5
1.774,1,0.000000859611831,1.774,0.5
1.775,1,0.000000859611824,1.775,0.5
1.776,1,0.000000859611859,1.776,0.5
1.777,1,0.000000859611845,1.777,0.5
1.778,1,0.000000859611845,1.778,0.5
1.779,1,0.000000859611831,1.779,0.5
1.78,1,0.000000859611866,1.78,0.5
1.781,1,0.000000859611852,1.781,0.5
1.782,1,0.000000859611852,1.782,0.5
1.783,1,0.000000859611895,1.783,0.5
1.784,1,0.000000859611866,1.784,0.5
1.785,1,0.000000859611873,1.785,0.5
1.786,1,0.000000859611873,1.786,0.5
1.787,1,0.000000859611887,1.787,0.5
1.788,1,0.000000859611866,1.788,0.5
1.789,1,0.000000859611923,1.789,0.5
1.79,1,0.000000859611923,1.79,0.5
1.791,1,0.000000859611937,1.791,0.5
1.792,1,0.000000859611923,1.792,0.5
1.793,1,0.000000859611951,1.793,0.5
1.794,1,0.000000859611944,1.794,0.5
1.795,1,0.000000859611959,1.795,0.5
1.796,1,0.000000859611944,1.796,0.5
1.797,1,0.000000859611909,1.797,0.5
1.798,1,0.000000859611951,1.798,0.5
1.799,1,0.000000859611959,1.799,0.5
1.8,1,0.00000085961198,1.8,0.5
